time,hdop,satellites,total_satellites,vdop,GPS,GLONASS,Galileo,Beidou
20:31:04,0.95,12,,,,,,
20:31:05,0.95,12,,,,,,
20:31:06,0.95,12,,,,,,
20:31:07,0.95,12,,,,,,
20:31:08,0.95,12,7,,0,3,0,0
20:31:09,0.95,12,,,,,,
20:31:10,0.95,12,,,,,,
20:31:11,0.95,12,,,,,,
20:31:12,0.95,12,,,,,,
20:31:13,0.95,12,7,,0,3,0,0
20:31:14,0.95,12,,,,,,
20:31:15,0.95,12,,,,,,
20:31:16,0.95,12,,,,,,
20:31:17,0.95,12,,,,,,
20:31:18,0.95,12,8,,0,4,0,0
20:31:19,0.95,12,,,,,,
20:31:20,0.95,12,,,,,,
20:31:21,1.0,11,,,,,,
20:31:22,1.0,11,,,,,,
20:31:23,1.0,11,7,,0,3,0,0
20:31:24,1.0,11,,,,,,
20:31:25,1.0,11,,,,,,
20:31:26,1.0,11,,,,,,
20:31:27,1.0,11,,,,,,
20:31:28,1.0,11,7,,0,3,0,0
20:31:29,1.0,11,,,,,,
20:31:30,1.0,11,,,,,,
20:31:31,1.0,11,,,,,,
20:31:32,1.0,11,,,,,,
20:31:33,1.0,11,7,,0,3,0,0
20:31:34,1.0,11,,,,,,
20:31:35,1.0,11,,,,,,
20:31:36,1.0,11,,,,,,
20:31:37,1.0,11,,,,,,
20:31:38,1.0,11,7,,0,3,0,0
20:31:39,1.0,11,,,,,,
20:31:40,1.0,11,,,,,,
20:31:41,1.0,11,,,,,,
20:31:42,1.0,11,,,,,,
20:31:43,1.0,11,7,,0,3,0,0
20:31:44,1.0,11,,,,,,
20:31:45,1.0,11,,,,,,
20:31:46,1.0,11,,,,,,
20:31:47,1.0,11,,,,,,
20:31:48,1.0,11,7,,0,3,0,0
20:31:49,1.0,11,,,,,,
20:31:50,1.0,11,,,,,,
20:31:51,1.0,11,,,,,,
20:31:52,1.0,11,,,,,,
20:31:53,1.0,11,7,,0,3,0,0
20:31:54,1.0,11,,,,,,
20:31:55,1.0,11,,,,,,
20:31:56,1.0,11,,,,,,
20:31:57,1.0,11,,,,,,
20:31:58,1.0,11,7,,0,3,0,0
20:31:59,1.0,11,,,,,,
20:32:00,1.0,11,,,,,,
20:32:01,1.0,11,,,,,,
20:32:02,1.0,11,,,,,,
20:32:03,1.0,11,7,,0,3,0,0
20:32:04,1.0,11,,,,,,
20:32:05,1.0,11,,,,,,
20:32:06,1.0,11,,,,,,
20:32:07,1.0,11,,,,,,
20:32:08,1.0,11,7,,0,3,0,0
20:32:09,1.0,11,,,,,,
20:32:10,1.0,11,,,,,,
20:32:11,1.0,11,,,,,,
20:32:12,1.0,11,,,,,,
20:32:13,0.95,12,7,,0,3,0,0
20:32:14,0.95,12,,,,,,
20:32:15,0.95,12,,,,,,
20:32:16,0.95,12,,,,,,
20:32:17,0.95,12,,,,,,
20:32:18,0.95,12,7,,0,3,0,0
20:32:19,0.95,12,,,,,,
20:32:20,0.95,12,,,,,,
20:32:21,0.95,12,,,,,,
20:32:22,0.95,12,,,,,,
20:32:23,0.95,12,7,,0,3,0,0
20:32:24,0.95,12,,,,,,
20:32:25,0.95,12,,,,,,
20:32:26,0.95,12,,,,,,
20:32:27,0.95,12,,,,,,
20:32:28,0.95,12,7,,0,3,0,0
20:32:29,0.95,12,,,,,,
20:32:30,0.95,12,,,,,,
20:32:31,0.95,12,,,,,,
20:32:32,0.95,12,,,,,,
20:32:33,0.95,12,7,,0,3,0,0
20:32:34,0.95,12,,,,,,
20:32:35,0.95,12,,,,,,
20:32:36,0.95,12,,,,,,
20:32:37,0.95,12,,,,,,
20:32:38,0.95,12,7,,0,3,0,0
20:32:39,0.95,12,,,,,,
20:32:40,0.95,12,,,,,,
20:32:41,0.95,12,,,,,,
20:32:42,0.95,12,,,,,,
20:32:43,0.95,12,7,,0,3,0,0
20:32:44,0.95,12,,,,,,
20:32:45,0.95,12,,,,,,
20:32:46,0.95,12,,,,,,
20:32:47,0.95,12,,,,,,
20:32:48,0.95,12,7,,0,3,0,0
20:32:49,0.95,12,,,,,,
20:32:50,0.95,12,,,,,,
20:32:51,0.95,12,,,,,,
20:32:52,0.95,12,,,,,,
20:32:53,0.95,12,7,,0,3,0,0
20:32:54,0.95,12,,,,,,
20:32:55,1.0,11,,,,,,
20:32:56,1.0,11,,,,,,
20:32:57,1.0,11,,,,,,
20:32:58,1.0,11,7,,0,3,0,0
20:32:59,1.0,11,,,,,,
20:33:00,1.0,11,,,,,,
20:33:01,1.0,11,,,,,,
20:33:02,1.0,11,,,,,,
20:33:03,1.0,11,7,,0,3,0,0
20:33:04,1.0,11,,,,,,
20:33:05,1.0,11,,,,,,
20:33:06,1.0,11,,,,,,
20:33:07,1.0,11,,,,,,
20:33:08,1.0,11,7,,0,3,0,0
20:33:09,1.0,11,,,,,,
20:33:10,1.0,11,,,,,,
20:33:11,1.0,11,,,,,,
20:33:12,1.0,11,,,,,,
20:33:13,1.0,11,7,,0,3,0,0
20:33:14,1.0,11,,,,,,
20:33:15,1.0,11,,,,,,
20:33:16,1.0,11,,,,,,
20:33:17,1.0,11,,,,,,
20:33:18,1.0,11,7,,0,3,0,0
20:33:19,1.0,11,,,,,,
20:33:20,1.0,11,,,,,,
20:33:21,1.0,11,,,,,,
20:33:22,1.0,11,,,,,,
20:33:23,1.0,11,7,,0,3,0,0
20:33:24,1.0,11,,,,,,
20:33:25,0.92,12,,,,,,
20:33:26,0.92,12,,,,,,
20:33:27,0.92,12,,,,,,
20:33:28,0.92,12,7,,0,3,0,0
20:33:29,0.99,11,,,,,,
20:33:30,0.92,12,,,,,,
20:33:31,0.92,12,,,,,,
20:33:32,0.92,12,,,,,,
20:33:33,0.92,12,7,,0,3,0,0
20:33:34,0.88,13,,,,,,
20:33:35,0.88,13,,,,,,
20:33:36,0.88,13,,,,,,
20:33:37,0.88,13,,,,,,
20:33:38,0.88,13,7,,0,3,0,0
20:33:39,0.88,13,,,,,,
20:33:40,0.88,13,,,,,,
20:33:41,0.88,13,,,,,,
20:33:42,1.02,12,,,,,,
20:33:43,1.02,12,7,,0,3,0,0
20:33:44,1.02,12,,,,,,
20:33:45,1.02,12,,,,,,
20:33:46,1.02,12,,,,,,
20:33:47,1.02,12,,,,,,
20:33:48,1.02,12,7,,0,3,0,0
20:33:49,1.02,12,,,,,,
20:33:50,1.02,12,,,,,,
20:33:51,1.02,12,,,,,,
20:33:52,1.02,12,,,,,,
20:33:53,1.02,12,7,,0,3,0,0
20:33:54,1.02,12,,,,,,
20:33:55,1.02,12,,,,,,
20:33:56,1.02,12,,,,,,
20:33:57,1.02,12,,,,,,
20:33:58,1.02,12,7,,0,3,0,0
20:33:59,1.02,12,,,,,,
20:34:00,1.13,11,,,,,,
20:34:01,1.02,12,,,,,,
20:34:02,1.02,12,,,,,,
20:34:03,1.02,12,7,,0,3,0,0
20:34:04,1.02,12,,,,,,
20:34:05,1.02,12,,,,,,
20:34:06,1.02,12,,,,,,
20:34:07,1.02,12,,,,,,
20:34:08,1.02,12,8,,0,4,0,0
20:34:09,1.02,12,,,,,,
20:34:10,1.02,12,,,,,,
20:34:11,1.02,12,,,,,,
20:34:12,1.02,12,,,,,,
20:34:13,1.02,12,7,,0,3,0,0
20:34:14,1.02,12,,,,,,
20:34:15,1.02,12,,,,,,
20:34:16,1.02,12,,,,,,
20:34:17,1.02,12,,,,,,
20:34:18,1.02,12,7,,0,3,0,0
20:34:19,1.02,12,,,,,,
20:34:20,1.02,12,,,,,,
20:34:21,1.02,12,,,,,,
20:34:22,1.02,12,,,,,,
20:34:23,1.02,12,7,,0,3,0,0
20:34:24,1.02,12,,,,,,
20:34:25,1.02,12,,,,,,
20:34:26,1.02,12,,,,,,
20:34:27,1.02,12,,,,,,
20:34:28,1.02,12,8,,0,4,0,0
20:34:29,1.02,12,,,,,,
20:34:30,1.02,12,,,,,,
20:34:31,1.02,12,,,,,,
20:34:32,1.02,12,,,,,,
20:34:33,1.02,12,7,,0,3,0,0
20:34:34,1.02,12,,,,,,
20:34:35,1.02,12,,,,,,
20:34:36,0.88,13,,,,,,
20:34:37,0.88,13,,,,,,
20:34:38,0.93,12,7,,0,3,0,0
20:34:39,0.93,12,,,,,,
20:34:40,0.92,12,,,,,,
20:34:41,0.92,12,,,,,,
20:34:42,0.88,13,,,,,,
20:34:43,0.88,13,7,,0,3,0,0
20:34:44,0.88,13,,,,,,
20:34:45,0.88,13,,,,,,
20:34:46,0.88,13,,,,,,
20:34:47,0.88,13,,,,,,
20:34:48,0.88,13,7,,0,3,0,0
20:34:49,0.88,13,,,,,,
20:34:50,0.88,13,,,,,,
20:34:51,0.88,13,,,,,,
20:34:52,0.88,13,,,,,,
20:34:53,0.88,13,7,,0,3,0,0
20:34:54,0.88,13,,,,,,
20:34:55,0.88,13,,,,,,
20:34:56,0.88,13,,,,,,
20:34:57,0.88,13,,,,,,
20:34:58,0.88,13,7,,0,3,0,0
20:34:59,0.88,13,,,,,,
20:35:00,0.88,13,,,,,,
20:35:01,0.88,13,,,,,,
20:35:02,0.88,13,,,,,,
20:35:03,0.88,13,7,,0,3,0,0
20:35:04,0.88,13,,,,,,
20:35:05,0.88,13,,,,,,
20:35:06,0.88,13,,,,,,
20:35:07,0.88,13,,,,,,
20:35:08,0.92,12,7,,0,3,0,0
20:35:09,0.92,12,,,,,,
20:35:10,0.92,12,,,,,,
20:35:11,0.92,12,,,,,,
20:35:12,0.92,12,,,,,,
20:35:13,0.88,13,7,,0,3,0,0
20:35:14,0.88,13,,,,,,
20:35:15,0.93,12,,,,,,
20:35:16,0.93,12,,,,,,
20:35:17,0.93,12,,,,,,
20:35:18,0.93,12,7,,0,3,0,0
20:35:19,0.93,12,,,,,,
20:35:20,0.93,12,,,,,,
20:35:21,0.93,12,,,,,,
20:35:22,0.93,12,,,,,,
20:35:23,0.93,12,7,,0,3,0,0
20:35:24,0.93,12,,,,,,
20:35:25,0.93,12,,,,,,
20:35:26,0.88,13,,,,,,
20:35:27,0.88,13,,,,,,
20:35:28,0.88,13,7,,0,3,0,0
20:35:29,0.88,13,,,,,,
20:35:30,0.88,13,,,,,,
20:35:31,0.88,13,,,,,,
20:35:32,0.88,13,,,,,,
20:35:33,0.88,13,7,,0,3,0,0
20:35:34,0.88,13,,,,,,
20:35:35,0.88,13,,,,,,
20:35:36,0.88,13,,,,,,
20:35:37,0.88,13,,,,,,
20:35:38,0.88,13,7,,0,3,0,0
20:35:39,0.88,13,,,,,,
20:35:40,0.88,13,,,,,,
20:35:41,0.88,13,,,,,,
20:35:42,0.88,13,,,,,,
20:35:43,0.88,13,7,,0,3,0,0
20:35:44,0.88,13,,,,,,
20:35:45,0.88,13,,,,,,
20:35:46,0.88,13,,,,,,
20:35:47,0.88,13,,,,,,
20:35:48,0.88,13,7,,0,3,0,0
20:35:49,0.88,13,,,,,,
20:35:50,0.88,13,,,,,,
20:35:51,0.88,13,,,,,,
20:35:52,0.88,13,,,,,,
20:35:53,0.88,13,7,,0,3,0,0
20:35:54,0.88,13,,,,,,
20:35:55,0.88,13,,,,,,
20:35:56,0.88,13,,,,,,
20:35:57,0.88,13,,,,,,
20:35:58,0.88,13,7,,0,3,0,0
20:35:59,0.88,13,,,,,,
20:36:00,0.88,13,,,,,,
20:36:01,0.88,13,,,,,,
20:36:02,0.88,13,,,,,,
20:36:03,0.88,13,8,,0,4,0,0
20:36:04,0.88,13,,,,,,
20:36:05,0.88,13,,,,,,
20:36:06,0.88,13,,,,,,
20:36:07,0.88,13,,,,,,
20:36:08,0.88,13,7,,0,3,0,0
20:36:09,0.88,13,,,,,,
20:36:10,0.88,13,,,,,,
20:36:11,0.88,13,,,,,,
20:36:12,0.88,13,,,,,,
20:36:13,0.88,13,7,,0,3,0,0
20:36:14,0.88,13,,,,,,
20:36:15,0.88,13,,,,,,
20:36:16,0.88,13,,,,,,
20:36:17,0.88,13,,,,,,
20:36:18,0.88,13,7,,0,3,0,0
20:36:19,0.88,13,,,,,,
20:36:20,0.88,13,,,,,,
20:36:21,0.88,13,,,,,,
20:36:22,0.88,13,,,,,,
20:36:23,0.88,13,7,,0,3,0,0
20:36:24,0.88,13,,,,,,
20:36:25,0.88,13,,,,,,
20:36:26,0.88,13,,,,,,
20:36:27,0.88,13,,,,,,
20:36:28,0.88,13,7,,0,3,0,0
20:36:29,0.88,13,,,,,,
20:36:30,0.88,13,,,,,,
20:36:31,0.88,13,,,,,,
20:36:32,0.88,13,,,,,,
20:36:33,0.88,13,7,,0,3,0,0
20:36:34,0.88,13,,,,,,
20:36:35,0.88,13,,,,,,
20:36:36,0.88,13,,,,,,
20:36:37,0.88,13,,,,,,
20:36:38,0.88,13,7,,0,3,0,0
20:36:39,0.88,13,,,,,,
20:36:40,0.88,13,,,,,,
20:36:41,0.88,13,,,,,,
20:36:42,0.88,13,,,,,,
20:36:43,0.88,13,7,,0,3,0,0
20:36:44,0.88,13,,,,,,
20:36:45,0.88,13,,,,,,
20:36:46,0.88,13,,,,,,
20:36:47,0.88,13,,,,,,
20:36:48,0.88,13,7,,0,3,0,0
20:36:49,0.88,13,,,,,,
20:36:50,0.88,13,,,,,,
20:36:51,0.88,13,,,,,,
20:36:52,0.88,13,,,,,,
20:36:53,0.88,13,7,,0,3,0,0
20:36:54,0.88,13,,,,,,
20:36:55,0.88,13,,,,,,
20:36:56,0.88,13,,,,,,
20:36:57,0.88,13,,,,,,
20:36:58,0.88,13,7,,0,3,0,0
20:36:59,0.88,13,,,,,,
20:37:00,0.88,13,,,,,,
20:37:01,0.82,14,,,,,,
20:37:02,0.82,14,,,,,,
20:37:03,0.91,14,7,,0,3,0,0
20:37:04,0.82,14,,,,,,
20:37:05,0.82,14,,,,,,
20:37:06,0.82,14,,,,,,
20:37:07,0.82,14,,,,,,
20:37:08,0.82,14,7,,0,3,0,0
20:37:09,0.82,14,,,,,,
20:37:10,0.82,14,,,,,,
20:37:11,0.82,14,,,,,,
20:37:12,0.82,14,,,,,,
20:37:13,0.82,14,7,,0,3,0,0
20:37:14,0.82,14,,,,,,
20:37:15,0.82,14,,,,,,
20:37:16,0.82,14,,,,,,
20:37:17,0.82,14,,,,,,
20:37:18,0.82,14,7,,0,3,0,0
20:37:19,0.82,14,,,,,,
20:37:20,0.84,13,,,,,,
20:37:21,0.84,13,,,,,,
20:37:22,0.84,13,,,,,,
20:37:23,0.84,13,7,,0,3,0,0
20:37:24,0.84,13,,,,,,
20:37:25,0.84,13,,,,,,
20:37:26,0.84,13,,,,,,
20:37:27,0.84,13,,,,,,
20:37:28,0.84,13,7,,0,3,0,0
20:37:29,0.84,13,,,,,,
20:37:30,0.84,13,,,,,,
20:37:31,0.84,13,,,,,,
20:37:32,0.84,13,,,,,,
20:37:33,0.84,13,7,,0,3,0,0
20:37:34,0.84,13,,,,,,
20:37:35,0.84,13,,,,,,
20:37:36,0.82,14,,,,,,
20:37:37,0.82,14,,,,,,
20:37:38,0.82,14,7,,0,3,0,0
20:37:39,0.82,14,,,,,,
20:37:40,0.82,14,,,,,,
20:37:41,0.82,14,,,,,,
20:37:42,0.82,14,,,,,,
20:37:43,0.82,14,7,,0,3,0,0
20:37:44,0.82,14,,,,,,
20:37:45,0.82,14,,,,,,
20:37:46,0.82,14,,,,,,
20:37:47,0.82,14,,,,,,
20:37:48,0.82,14,8,,0,4,0,0
20:37:49,0.82,14,,,,,,
20:37:50,0.82,14,,,,,,
20:37:51,0.82,14,,,,,,
20:37:52,0.82,14,,,,,,
20:37:53,0.82,14,8,,0,4,0,0
20:37:54,0.82,14,,,,,,
20:37:55,0.82,14,,,,,,
20:37:56,0.82,14,,,,,,
20:37:57,0.82,14,,,,,,
20:37:58,0.82,14,9,,0,1,0,0
20:37:59,0.82,14,,,,,,
20:38:00,0.82,14,,,,,,
20:38:01,0.82,14,,,,,,
20:38:02,0.82,14,,,,,,
20:38:03,0.82,14,9,,0,1,0,0
20:38:04,0.82,14,,,,,,
20:38:05,0.82,14,,,,,,
20:38:06,0.82,14,,,,,,
20:38:07,0.82,14,,,,,,
20:38:08,0.82,14,9,,0,1,0,0
20:38:09,0.82,14,,,,,,
20:38:10,0.82,14,,,,,,
20:38:11,0.82,14,,,,,,
20:38:12,0.82,14,,,,,,
20:38:13,0.82,14,9,,0,1,0,0
20:38:14,0.82,14,,,,,,
20:38:15,0.82,14,,,,,,
20:38:16,0.82,14,,,,,,
20:38:17,0.82,14,,,,,,
20:38:18,0.82,14,9,,0,1,0,0
20:38:19,0.82,14,,,,,,
20:38:20,0.83,13,,,,,,
20:38:21,0.92,12,,,,,,
20:38:22,0.83,13,,,,,,
20:38:23,0.83,13,9,,0,1,0,0
20:38:24,0.83,13,,,,,,
20:38:25,0.83,13,,,,,,
20:38:26,0.83,13,,,,,,
20:38:27,0.83,13,,,,,,
20:38:28,0.82,14,9,,0,1,0,0
20:38:29,0.82,14,,,,,,
20:38:30,0.82,14,,,,,,
20:38:31,0.82,14,,,,,,
20:38:32,0.82,14,,,,,,
20:38:33,0.82,14,9,,0,1,0,0
20:38:34,0.82,14,,,,,,
20:38:35,0.82,14,,,,,,
20:38:36,0.82,14,,,,,,
20:38:37,0.82,14,,,,,,
20:38:38,0.82,14,9,,0,1,0,0
20:38:39,0.82,14,,,,,,
20:38:40,0.82,14,,,,,,
20:38:41,0.82,14,,,,,,
20:38:42,0.82,14,,,,,,
20:38:43,0.82,14,9,,0,1,0,0
20:38:44,0.82,14,,,,,,
20:38:45,0.82,14,,,,,,
20:38:46,0.82,14,,,,,,
20:38:47,0.82,14,,,,,,
20:38:48,0.82,14,9,,0,1,0,0
20:38:49,0.82,14,,,,,,
20:38:50,0.82,14,,,,,,
20:38:51,0.82,14,,,,,,
20:38:52,0.82,14,,,,,,
20:38:53,0.82,14,9,,0,1,0,0
20:38:54,0.82,14,,,,,,
20:38:55,0.82,14,,,,,,
20:38:56,0.82,14,,,,,,
20:38:57,0.82,14,,,,,,
20:38:58,0.82,14,9,,0,1,0,0
20:38:59,0.82,14,,,,,,
20:39:00,0.82,14,,,,,,
20:39:01,0.82,14,,,,,,
20:39:02,0.82,14,,,,,,
20:39:03,0.82,14,9,,0,1,0,0
20:39:04,0.82,14,,,,,,
20:39:05,0.82,14,,,,,,
20:39:06,0.82,14,,,,,,
20:39:07,0.82,14,,,,,,
20:39:08,0.82,14,9,,0,1,0,0
20:39:09,0.82,14,,,,,,
20:39:10,0.82,14,,,,,,
20:39:11,0.82,14,,,,,,
20:39:12,0.82,14,,,,,,
20:39:13,0.82,14,9,,0,1,0,0
20:39:14,0.82,14,,,,,,
20:39:15,0.82,14,,,,,,
20:39:16,0.82,14,,,,,,
20:39:17,0.82,14,,,,,,
20:39:18,0.82,14,9,,0,1,0,0
20:39:19,0.87,13,,,,,,
20:39:20,0.87,13,,,,,,
20:39:21,0.87,13,,,,,,
20:39:22,0.87,13,,,,,,
20:39:23,0.87,13,9,,0,1,0,0
20:39:24,0.87,13,,,,,,
20:39:25,0.87,13,,,,,,
20:39:26,0.87,13,,,,,,
20:39:27,0.87,13,,,,,,
20:39:28,0.87,13,9,,0,1,0,0
20:39:29,0.87,13,,,,,,
20:39:30,0.82,14,,,,,,
20:39:31,0.81,14,,,,,,
20:39:32,0.82,14,,,,,,
20:39:33,0.82,14,9,,0,1,0,0
20:39:34,0.81,14,,,,,,
20:39:35,0.82,14,,,,,,
20:39:36,0.82,14,,,,,,
20:39:37,0.82,14,,,,,,
20:39:38,0.81,14,9,,0,1,0,0
20:39:39,0.81,14,,,,,,
20:39:40,0.81,14,,,,,,
20:39:41,0.82,14,,,,,,
20:39:42,0.81,14,,,,,,
20:39:43,0.81,14,9,,0,1,0,0
20:39:44,0.81,14,,,,,,
20:39:45,0.81,14,,,,,,
20:39:46,0.81,14,,,,,,
20:39:47,0.81,14,,,,,,
20:39:48,0.81,14,9,,0,1,0,0
20:39:49,0.81,14,,,,,,
20:39:50,0.81,14,,,,,,
20:39:51,0.81,14,,,,,,
20:39:52,0.81,14,,,,,,
20:39:53,0.81,14,9,,0,1,0,0
20:39:54,0.81,14,,,,,,
20:39:55,0.81,14,,,,,,
20:39:56,0.81,14,,,,,,
20:39:57,0.81,14,,,,,,
20:39:58,0.81,14,9,,0,1,0,0
20:39:59,0.81,14,,,,,,
20:40:00,0.81,14,,,,,,
20:40:01,0.81,14,,,,,,
20:40:02,0.81,14,,,,,,
20:40:03,0.81,14,9,,0,1,0,0
20:40:04,0.81,14,,,,,,
20:40:05,0.81,14,,,,,,
20:40:06,0.81,14,,,,,,
20:40:07,0.81,14,,,,,,
20:40:08,0.81,14,9,,0,1,0,0
20:40:09,0.81,14,,,,,,
20:40:10,0.81,14,,,,,,
20:40:11,0.9,13,,,,,,
20:40:12,0.9,13,,,,,,
20:40:13,0.9,13,9,,0,1,0,0
20:40:14,0.9,13,,,,,,
20:40:15,0.9,13,,,,,,
20:40:16,0.9,13,,,,,,
20:40:17,0.9,13,,,,,,
20:40:18,0.9,13,9,,0,1,0,0
20:40:19,0.9,13,,,,,,
20:40:20,0.9,13,,,,,,
20:40:21,0.9,13,,,,,,
20:40:22,0.9,13,,,,,,
20:40:23,0.9,13,9,,0,1,0,0
20:40:24,0.9,13,,,,,,
20:40:25,0.9,13,,,,,,
20:40:26,0.9,13,,,,,,
20:40:27,0.9,13,,,,,,
20:40:28,0.9,13,9,,0,1,0,0
20:40:29,0.9,13,,,,,,
20:40:30,0.9,13,,,,,,
20:40:31,0.9,13,,,,,,
20:40:32,0.9,13,,,,,,
20:40:33,0.9,13,9,,0,1,0,0
20:40:34,0.9,13,,,,,,
20:40:35,0.9,13,,,,,,
20:40:36,0.9,13,,,,,,
20:40:37,0.9,13,,,,,,
20:40:38,0.9,13,9,,0,1,0,0
20:40:39,0.9,13,,,,,,
20:40:40,0.9,13,,,,,,
20:40:41,0.9,13,,,,,,
20:40:42,0.9,13,,,,,,
20:40:43,0.9,13,9,,0,1,0,0
20:40:44,0.9,13,,,,,,
20:40:45,0.9,13,,,,,,
20:40:46,0.9,13,,,,,,
20:40:47,0.9,13,,,,,,
20:40:48,0.9,13,9,,0,1,0,0
20:40:49,0.9,13,,,,,,
20:40:50,0.9,13,,,,,,
20:40:51,0.9,13,,,,,,
20:40:52,0.9,13,,,,,,
20:40:53,0.9,13,9,,0,1,0,0
20:40:54,0.9,13,,,,,,
20:40:55,0.9,13,,,,,,
20:40:56,0.9,13,,,,,,
20:40:57,0.9,13,,,,,,
20:40:58,0.9,13,9,,0,1,0,0
20:40:59,0.9,13,,,,,,
20:41:00,0.9,13,,,,,,
20:41:01,0.9,13,,,,,,
20:41:02,0.9,13,,,,,,
20:41:03,0.9,13,9,,0,1,0,0
20:41:04,0.9,13,,,,,,
20:41:05,0.9,13,,,,,,
20:41:06,0.9,13,,,,,,
20:41:07,0.9,13,,,,,,
20:41:08,0.9,13,9,,0,1,0,0
20:41:09,0.9,13,,,,,,
20:41:10,0.9,13,,,,,,
20:41:11,0.9,13,,,,,,
20:41:12,0.9,13,,,,,,
20:41:13,0.9,13,9,,0,1,0,0
20:41:14,0.9,13,,,,,,
20:41:15,0.9,13,,,,,,
20:41:16,0.9,13,,,,,,
20:41:17,0.9,13,,,,,,
20:41:18,0.9,13,9,,0,1,0,0
20:41:19,0.9,13,,,,,,
20:41:20,0.9,13,,,,,,
20:41:21,0.9,13,,,,,,
20:41:22,0.9,13,,,,,,
20:41:23,0.9,13,9,,0,1,0,0
20:41:24,0.9,13,,,,,,
20:41:25,0.9,13,,,,,,
20:41:26,0.9,13,,,,,,
20:41:27,0.9,13,,,,,,
20:41:28,0.9,13,9,,0,1,0,0
20:41:29,0.9,13,,,,,,
20:41:30,0.9,13,,,,,,
20:41:31,0.9,13,,,,,,
20:41:32,0.9,13,,,,,,
20:41:33,0.9,13,9,,0,1,0,0
20:41:34,0.9,13,,,,,,
20:41:35,0.9,13,,,,,,
20:41:36,0.9,13,,,,,,
20:41:37,0.9,13,,,,,,
20:41:38,0.9,13,9,,0,1,0,0
20:41:39,0.9,13,,,,,,
20:41:40,0.9,13,,,,,,
20:41:41,0.9,13,,,,,,
20:41:42,0.9,13,,,,,,
20:41:43,0.9,13,9,,0,1,0,0
20:41:44,0.9,13,,,,,,
20:41:45,0.9,13,,,,,,
20:41:46,0.9,13,,,,,,
20:41:47,0.9,13,,,,,,
20:41:48,0.9,13,9,,0,1,0,0
20:41:49,0.9,13,,,,,,
20:41:50,0.9,13,,,,,,
20:41:51,0.9,13,,,,,,
20:41:52,0.9,13,,,,,,
20:41:53,0.9,13,9,,0,1,0,0
20:41:54,0.9,13,,,,,,
20:41:55,0.9,13,,,,,,
20:41:56,0.9,13,,,,,,
20:41:57,0.9,13,,,,,,
20:41:58,0.9,13,9,,0,1,0,0
20:41:59,0.9,13,,,,,,
20:42:00,0.9,13,,,,,,
20:42:01,0.9,13,,,,,,
20:42:02,0.9,13,,,,,,
20:42:03,0.9,13,9,,0,1,0,0
20:42:04,0.9,13,,,,,,
20:42:05,0.9,13,,,,,,
20:42:06,0.9,13,,,,,,
20:42:07,0.9,13,,,,,,
20:42:08,0.9,13,9,,0,1,0,0
20:42:09,0.9,13,,,,,,
20:42:10,0.9,13,,,,,,
20:42:11,0.9,13,,,,,,
20:42:12,0.9,13,,,,,,
20:42:13,0.9,13,9,,0,1,0,0
20:42:14,0.9,13,,,,,,
20:42:15,0.9,13,,,,,,
20:42:16,0.9,13,,,,,,
20:42:17,0.9,13,,,,,,
20:42:18,0.9,13,9,,0,1,0,0
20:42:19,0.9,13,,,,,,
20:42:20,0.9,13,,,,,,
20:42:21,0.9,13,,,,,,
20:42:22,0.9,13,,,,,,
20:42:23,0.9,13,9,,0,1,0,0
20:42:24,0.9,13,,,,,,
20:42:25,0.9,13,,,,,,
20:42:26,0.9,13,,,,,,
20:42:27,0.9,13,,,,,,
20:42:28,0.9,13,9,,0,1,0,0
20:42:29,0.9,13,,,,,,
20:42:30,0.9,13,,,,,,
20:42:31,0.9,13,,,,,,
20:42:32,0.9,13,,,,,,
20:42:33,0.9,13,9,,0,1,0,0
20:42:34,0.9,13,,,,,,
20:42:35,0.9,13,,,,,,
20:42:36,0.9,13,,,,,,
20:42:37,0.9,13,,,,,,
20:42:38,0.9,13,9,,0,1,0,0
20:42:39,0.9,13,,,,,,
20:42:40,0.9,13,,,,,,
20:42:41,0.9,13,,,,,,
20:42:42,0.9,13,,,,,,
20:42:43,0.9,13,9,,0,1,0,0
20:42:44,0.9,13,,,,,,
20:42:45,0.9,13,,,,,,
20:42:46,0.9,13,,,,,,
20:42:47,0.9,13,,,,,,
20:42:48,0.9,13,9,,0,1,0,0
20:42:49,0.9,13,,,,,,
20:42:50,0.9,13,,,,,,
20:42:51,0.9,13,,,,,,
20:42:52,0.9,13,,,,,,
20:42:53,0.9,13,9,,0,1,0,0
20:42:54,0.9,13,,,,,,
20:42:55,0.9,13,,,,,,
20:42:56,0.9,13,,,,,,
20:42:57,0.9,13,,,,,,
20:42:58,0.9,13,9,,0,1,0,0
20:42:59,0.9,13,,,,,,
20:43:00,0.9,13,,,,,,
20:43:01,0.9,13,,,,,,
20:43:02,0.9,13,,,,,,
20:43:03,0.9,13,9,,0,1,0,0
20:43:04,0.9,13,,,,,,
20:43:05,0.9,13,,,,,,
20:43:06,0.9,13,,,,,,
20:43:07,0.9,13,,,,,,
20:43:08,0.9,13,9,,0,1,0,0
20:43:09,0.9,13,,,,,,
20:43:10,0.9,13,,,,,,
20:43:11,0.9,13,,,,,,
20:43:12,0.9,13,,,,,,
20:43:13,0.9,13,9,,0,1,0,0
20:43:14,1.02,12,,,,,,
20:43:15,1.02,12,,,,,,
20:43:16,1.02,12,,,,,,
20:43:17,1.02,12,,,,,,
